"","point","year","canyon","mountain_range","longitude","latitude","elevation_m","terrain_ruggedness","sagebrush_cover","rabbitbrush_cover","riparian_cover","coniferous_cover","veg_cover","precipitation","max_temp","min_temp"
"3209","ME03.2",2011,"MooresEast","Toquima",-116.89,38.8667,2302.9,513.89,0.29,0.05,0,0.26,0.26,174.76,12.2,-5.6
"3210","ME04.1",2011,"MooresEast","Toquima",-116.899,38.8635,2228.2,389.93,0.62,0.24,0,0,0,146.55,12.9,-5.8
"3211","ME04.2",2011,"MooresEast","Toquima",-116.9037,38.8634,2196.3,450.5,0.33,0,0,0.01,0.01,146.55,12.9,-5.8
"3212","MW01.1",2011,"MooresWest","Toquima",-116.9726,38.8853,2091.6,250.55,0.43,0.05,0,0,0,126.48,14.1,-4.6
"3213","MW01.2",2011,"MooresWest","Toquima",-116.9571,38.8827,2186.5,280.66,0.62,0,0,0,0,126.48,14.1,-4.6
"3214","MW02.1",2011,"MooresWest","Toquima",-116.9523,38.88,2222,312.61,0.29,0,0,0,0,126.48,14.1,-4.6
"3215","MW02.2",2011,"MooresWest","Toquima",-116.9491,38.8774,2250.2,355.36,0.71,0.05,0,0,0,126.48,14.1,-4.6
"3216","MW03.1",2011,"MooresWest","Toquima",-116.9396,38.8707,2348,433.77,0.24,0.14,0,0.54,0.54,126.48,14.1,-4.6
"3217","MW03.2",2011,"MooresWest","Toquima",-116.9345,38.866,2404.8,444.5,0.71,0.14,0,0.49,0.49,175.26,12.1,-5.1
"3218","MW04.1",2011,"MooresWest","Toquima",-116.9253,38.8567,2383.6,544.62,0.43,0.05,0,0.44,0.44,175.26,12.1,-5.1
"3219","MW04.2",2011,"MooresWest","Toquima",-116.9182,38.858,2446.9,618.73,0.38,0.05,0,0.04,0.04,175.26,12.1,-5.1
"3220","MW05.1",2011,"MooresWest","Toquima",-116.9137,38.8624,2473.3,385.51,0.43,0.33,0.1,0.2,0.31,175.26,12.1,-5.1
"3221","MW05.2",2011,"MooresWest","Toquima",-116.9103,38.8627,2506.3,475.15,0.38,0.33,0,0.24,0.24,175.26,12.1,-5.1
"3222","NE01.1",2011,"NorthumberlandEast","Toquima",-116.8349,38.9042,2276,432.82,0.43,0.29,0,0.05,0.05,197.36,11.4,-5.7
"3223","NE01.2",2011,"NorthumberlandEast","Toquima",-116.8428,38.9083,2290.7,317.91,0.81,0.05,0,0,0,197.36,11.4,-5.7
"3224","NE02.1",2011,"NorthumberlandEast","Toquima",-116.8623,38.9239,2358.2,376.62,0.71,0.52,0,0,0,192.02,11.4,-5.3
"3225","NE02.2",2011,"NorthumberlandEast","Toquima",-116.8615,38.9333,2393.3,500.02,0.67,0.05,0,0.01,0.01,192.02,11.4,-5.3
"3226","NE03.1",2011,"NorthumberlandEast","Toquima",-116.8518,38.9429,2473.5,513.08,0.62,0.62,0,0,0,248.91,10.1,-5.3
"3227","NE03.2",2011,"NorthumberlandEast","Toquima",-116.845,38.9436,2522,414.45,0.71,0.43,0,0,0,248.91,10.1,-5.3
"3228","NE04.1",2011,"NorthumberlandEast","Toquima",-116.8466,38.9468,2589.2,542.91,0.38,0,0,0.32,0.32,248.91,10.1,-5.3
"3229","NE04.2",2011,"NorthumberlandEast","Toquima",-116.8457,38.9504,2614.4,595.9,0.52,0.14,0,0.34,0.34,248.91,10.1,-5.3
"3230","NE05.1",2011,"NorthumberlandEast","Toquima",-116.8456,38.9599,2670.1,566.14,0.52,0.29,0,0,0,248.91,10.1,-5.3
"3231","NE05.2",2011,"NorthumberlandEast","Toquima",-116.8453,38.9668,2714.2,429.44,0.57,0.19,0,0,0,248.91,10.1,-5.3
"3232","NW01.1",2011,"NorthumberlandWest","Toquima",-116.9052,38.9982,2126.1,506.04,0.43,0.38,0,0,0,131.32,14.2,-4.3
"3233","NW01.2",2011,"NorthumberlandWest","Toquima",-116.8935,38.9881,2183,397.36,0.62,0.33,0,0,0,182.63,12.2,-4.7
"3234","NW02.1",2011,"NorthumberlandWest","Toquima",-116.8877,38.9863,2217.1,471.59,0.43,0.52,0,0,0,182.63,12.2,-4.7
"3235","NW02.2",2011,"NorthumberlandWest","Toquima",-116.8702,38.9808,2294.6,271.06,0.71,0.19,0,0,0,182.63,12.2,-4.7
"3236","NW03.1",2011,"NorthumberlandWest","Toquima",-116.8646,38.9784,2337.4,386.99,0.19,0.1,0,0.17,0.17,219.96,10.7,-5
"3237","NW03.2",2011,"NorthumberlandWest","Toquima",-116.8597,38.9736,2414.3,556.68,0.1,0.05,0,0.06,0.06,219.96,10.7,-5
"3238","NW04.1",2011,"NorthumberlandWest","Toquima",-116.8584,38.9711,2446,524.05,0.29,0.19,0,0,0,219.96,10.7,-5
"3239","NW04.2",2011,"NorthumberlandWest","Toquima",-116.8576,38.9658,2518.7,576.75,0,0.05,0,0.03,0.03,219.96,10.7,-5
"3240","NW05.1",2011,"NorthumberlandWest","Toquima",-116.8587,38.9634,2550.3,515.08,0.19,0.05,0,0.14,0.14,219.96,10.7,-5
"3241","NW06.1",2011,"NorthumberlandWest","Toquima",-116.8534,38.9656,2610.8,586.4,0.38,0.29,0,0.01,0.01,248.91,10.1,-5.3
"3242","NW06.2",2011,"NorthumberlandWest","Toquima",-116.849,38.9668,2687.2,451.31,0.38,0.14,0,0.02,0.02,248.91,10.1,-5.3
"3243","OP01.1",2011,"Ophir","Toiyabe",-117.2468,38.9401,1969.5,514.51,0.19,0,0.64,0,0.64,115.57,14.1,-3.8
"3244","OP01.2",2011,"Ophir","Toiyabe",-117.2515,38.942,2032.6,585.71,0.1,0,0.35,0.49,0.8,115.57,14.1,-3.8
"3245","OP02.1",2011,"Ophir","Toiyabe",-117.2556,38.9424,2093.3,674.78,0.29,0,0.33,0.08,0.39,115.57,14.1,-3.8
"3246","OP02.2",2011,"Ophir","Toiyabe",-117.2594,38.9416,2167.4,701.35,0.19,0.05,0.24,0.32,0.55,115.57,14.1,-3.8
"3247","OP03.1",2011,"Ophir","Toiyabe",-117.264,38.9432,2248,678.55,0.24,0.05,0.04,0.36,0.4,115.57,14.1,-3.8
"3248","OP03.2",2011,"Ophir","Toiyabe",-117.2675,38.9453,2277.6,539.99,0.05,0.05,0,0.51,0.51,115.57,14.1,-3.8
"3249","OP04.1",2011,"Ophir","Toiyabe",-117.2784,38.9444,2368.3,584.93,0.57,0.14,0.03,0.02,0.04,254.77,8.9,-5.6
"3250","OP05.1",2011,"Ophir","Toiyabe",-117.2838,38.9446,2415.4,552.37,0.24,0.05,0.49,0.04,0.53,254.77,8.9,-5.6
"3251","OP05.2",2011,"Ophir","Toiyabe",-117.2892,38.9451,2477.2,672.58,0.05,0,0.11,0.05,0.16,254.77,8.9,-5.6
"3252","OP06.1",2011,"Ophir","Toiyabe",-117.2963,38.9454,2557.6,603.81,0.43,0.1,0.23,0,0.23,254.77,8.9,-5.6
"3253","OP06.2",2011,"Ophir","Toiyabe",-117.3012,38.944,2626,589.2,0.33,0.05,0.33,0,0.33,254.77,8.9,-5.6
"3254","OP07.1",2011,"Ophir","Toiyabe",-117.3048,38.9444,2687.7,664.32,0.1,0.05,0.24,0.02,0.26,254.77,8.9,-5.6
"3255","OP08.1",2011,"Ophir","Toiyabe",-117.3076,38.9413,2822,641.14,0,0,0.64,0,0.64,254.77,8.9,-5.6
"3256","OP09.1",2011,"Ophir","Toiyabe",-117.3103,38.9416,2887.9,671.45,0.29,0.05,0,0,0,254.77,8.9,-5.6
"3257","OP09.2",2011,"Ophir","Toiyabe",-117.315,38.9413,2980.6,791.54,0.67,0,0,0.08,0.08,260.86,8.7,-6
"3258","RI01.1",2011,"Riley","Shoshone",-117.4253,39.1121,2064.9,380.89,0.24,0,0.01,0.27,0.27,118.37,13.8,-5.2
"3259","RI01.2",2011,"Riley","Shoshone",-117.431,39.1164,2115.3,517.63,0.24,0.14,0.26,0.39,0.66,118.37,13.8,-5.2
"3260","RI02.1",2011,"Riley","Shoshone",-117.4329,39.1216,2147,450.13,0.38,0.1,0,0.49,0.49,118.37,13.8,-5.2
"3261","RI02.2",2011,"Riley","Shoshone",-117.4353,39.1268,2182,486.67,0.19,0.05,0,0.59,0.59,118.37,13.8,-5.2
"3262","RI03.1",2011,"Riley","Shoshone",-117.4331,39.1373,2259.4,526.42,0.1,0.05,0,0.77,0.77,118.37,13.8,-5.2
"3263","RI03.2",2011,"Riley","Shoshone",-117.4314,39.1414,2304.6,544,0.29,0,0,0.17,0.17,118.37,13.8,-5.2
"3264","RI04.1",2011,"Riley","Shoshone",-117.4337,39.1491,2368.2,534.3,0.29,0.19,0,0.25,0.25,168.66,12.2,-4.3
"3265","RI04.2",2011,"Riley","Shoshone",-117.4349,39.155,2412.5,434.42,0.57,0.33,0,0,0,168.66,12.2,-4.3
"3266","RI05.1",2011,"Riley","Shoshone",-117.4396,39.1614,2482.8,372.74,0.48,0.1,0,0,0,250.96,9.6,-4.7
"3267","RI05.2",2011,"Riley","Shoshone",-117.4346,39.1626,2545.1,456.69,0.14,0.1,0,0.41,0.41,168.66,12.2,-4.3
"3268","RY01",2011,"Ryegrass","Monitor",-116.4148,39.1846,2144,217.16,0.38,0.67,0,0,0,113.54,14.3,-6.1
"3269","RY02",2011,"Ryegrass","Monitor",-116.43,39.18,2185.9,229.1,0.86,0.14,0,0.02,0.02,113.54,14.3,-6.1
"3270","RY03",2011,"Ryegrass","Monitor",-116.4459,39.1834,2234.7,250.22,0.9,0.52,0,0.01,0.01,152.65,11.4,-5.8
"3271","RY04",2011,"Ryegrass","Monitor",-116.4578,39.1877,2283.2,252.94,0.19,0,0,0.31,0.31,129.03,13.2,-6.3
"3272","RY05",2011,"Ryegrass","Monitor",-116.469,39.1869,2337.2,342.02,0.14,0,0,0.49,0.49,152.65,11.4,-5.8
"3273","RY06",2011,"Ryegrass","Monitor",-116.4767,39.1903,2398.7,249.72,0.48,0.14,0,0.15,0.15,129.03,13.2,-6.3
"3274","RY07",2011,"Ryegrass","Monitor",-116.485,39.1972,2412.2,183.78,0.57,0.24,0,0,0,131.06,12.7,-6.2
"3275","SJ01.1",2011,"SanJuan","Toiyabe",-117.288,39.1468,2104.1,459.24,0.1,0.05,0.23,0.13,0.37,114.31,15,-4.2
"3276","SJ01.2",2011,"SanJuan","Toiyabe",-117.287,39.1436,2117.1,470.11,0.14,0.05,0.02,0.44,0.45,146.56,13.1,-4.3
"3277","SJ01.3",2011,"SanJuan","Toiyabe",-117.2832,39.1354,2159.8,488.4,0.19,0.05,0.61,0.23,0.83,146.56,13.1,-4.3
"3278","SJ02.1",2011,"SanJuan","Toiyabe",-117.2752,39.1231,2219.8,432.51,0.19,0.1,0.24,0,0.24,146.56,13.1,-4.3
"3279","SJ02.2",2011,"SanJuan","Toiyabe",-117.2753,39.1205,2230.5,459.02,0.43,0.33,0.13,0.02,0.15,146.56,13.1,-4.3
"3280","SJ02.3",2011,"SanJuan","Toiyabe",-117.267,39.121,2288.6,406.05,0.62,0.19,0,0.08,0.08,214.88,11.6,-3.9
"3281","SJ03.1",2011,"SanJuan","Toiyabe",-117.2639,39.1249,2337.6,454.17,0.24,0.1,0,0.44,0.44,214.88,11.6,-3.9
"3282","SJ03.2",2011,"SanJuan","Toiyabe",-117.2623,39.1268,2384.1,502.64,0.14,0,0,0.52,0.52,214.88,11.6,-3.9
"3283","SJ04.1",2011,"SanJuan","Toiyabe",-117.2628,39.1279,2400.8,432.35,0.29,0.1,0,0.2,0.2,214.88,11.6,-3.9
"3284","SJ04.2",2011,"SanJuan","Toiyabe",-117.2607,39.1292,2446.4,537.3,0.29,0.19,0,0.1,0.1,214.88,11.6,-3.9
"3285","SJ05.1",2011,"SanJuan","Toiyabe",-117.2579,39.1292,2504.1,380.83,0.48,0.14,0,0,0,214.88,11.6,-3.9
"3286","SJ05.2",2011,"SanJuan","Toiyabe",-117.2543,39.1246,2552.8,403.74,0.43,0.1,0,0,0,214.88,11.6,-3.9
"3287","SU01.1",2011,"Summit","Toiyabe",-117.2394,38.9689,1989.2,513.3,0.43,0.1,0.46,0.08,0.53,115.57,14.1,-3.8
"3288","SU01.2",2011,"Summit","Toiyabe",-117.2461,38.9705,2071.6,580.55,0.1,0,0.83,0.11,0.92,115.57,14.1,-3.8
"3289","SU02.1",2011,"Summit","Toiyabe",-117.2497,38.9725,2125.4,587.9,0.19,0.05,0.29,0.35,0.63,115.57,14.1,-3.8
"3290","SU02.2",2011,"Summit","Toiyabe",-117.2514,38.9724,2145.5,604.92,0.05,0.05,0.07,0.54,0.6,115.57,14.1,-3.8
"3291","SU03.1",2011,"Summit","Toiyabe",-117.2584,38.9754,2280.2,651.86,0.14,0,0.23,0.11,0.34,115.57,14.1,-3.8
"3292","SU03.2",2011,"Summit","Toiyabe",-117.2623,38.9758,2311.2,609.13,0.1,0.05,0.32,0.44,0.75,115.57,14.1,-3.8
"3293","SU04.1",2011,"Summit","Toiyabe",-117.2667,38.9755,2350.3,619.04,0.24,0,0.31,0.18,0.49,115.57,14.1,-3.8
"3294","SU04.2",2011,"Summit","Toiyabe",-117.2724,38.9761,2408.7,682.07,0.14,0.05,0.45,0.14,0.6,254.77,8.9,-5.6
"3295","SU05.1",2011,"Summit","Toiyabe",-117.2763,38.9804,2467.7,593.25,0.57,0.05,0,0.16,0.16,249.68,9.3,-5.3
"3296","SU05.2",2011,"Summit","Toiyabe",-117.2779,38.9836,2523,586.58,0.57,0.05,0,0.16,0.16,249.68,9.3,-5.3
"3297","SU06.1",2011,"Summit","Toiyabe",-117.2811,38.9844,2575.2,649.97,0.48,0,0,0.18,0.18,249.68,9.3,-5.3
"3298","SU06.2",2011,"Summit","Toiyabe",-117.2796,38.9829,2587,794.81,0.14,0,0,0.71,0.71,249.68,9.3,-5.3
"3299","SW00.1",2011,"Stewart","Toiyabe",-117.3798,38.9018,2604.5,582.66,0.43,0.05,0.41,0,0.41,207.01,10.5,-6.1
"3300","SW01.1",2011,"Stewart","Toiyabe",-117.377,38.8998,2635.2,625.67,0.1,0,0.81,0,0.81,207.01,10.5,-6.1
"3301","SW01.2",2011,"Stewart","Toiyabe",-117.375,38.8967,2667.1,455.97,0,0,0.9,0,0.9,207.01,10.5,-6.1
"3302","SW02.1",2011,"Stewart","Toiyabe",-117.3723,38.8944,2731.3,567.63,0.19,0.05,0.68,0,0.68,319.78,7.2,-6.9
"3303","SW02.2",2011,"Stewart","Toiyabe",-117.3698,38.8924,2795.2,435.72,0.43,0.14,0,0,0,319.78,7.2,-6.9
"3304","SW03.1",2011,"Stewart","Toiyabe",-117.3645,38.8911,2853.9,605.79,0.29,0,0.63,0,0.63,319.78,7.2,-6.9
"3305","SW03.2",2011,"Stewart","Toiyabe",-117.3615,38.8888,2896.9,538.79,0.05,0,0.9,0,0.9,319.78,7.2,-6.9
"3306","SW04.1",2011,"Stewart","Toiyabe",-117.3583,38.8871,2949.8,661.09,0.33,0,0,0.32,0.32,319.78,7.2,-6.9
"3307","SW05.1",2011,"Stewart","Toiyabe",-117.356,38.8863,3016.6,858.42,0.38,0,0.18,0.47,0.65,319.78,7.2,-6.9
"3308","SW05.2",2011,"Stewart","Toiyabe",-117.3543,38.8855,3066.5,909.62,0.19,0,0.47,0,0.47,319.78,7.2,-6.9
"3309","SW06.1",2011,"Stewart","Toiyabe",-117.3527,38.8828,3161.7,881.89,0.29,0.05,0,0.36,0.36,315.22,7.8,-6.7
"3310","SW06.2",2011,"Stewart","Toiyabe",-117.3524,38.88,3219.1,675.83,0.9,0.1,0,0,0,315.22,7.8,-6.7
"3311","UN01.1",2011,"Underdown","Shoshone",-117.3825,39.157,2026.7,330.8,0.1,0.05,0.17,0.23,0.4,96.27,15.2,-5.2
"3312","UN01.2",2011,"Underdown","Shoshone",-117.3877,39.1575,2062.3,498.64,0.62,0,0,0.24,0.24,96.27,15.2,-5.2
"3313","UN02.1",2011,"Underdown","Shoshone",-117.3955,39.161,2114.1,446.04,0.33,0.14,0,0.24,0.24,96.27,15.2,-5.2
"3314","UN02.2",2011,"Underdown","Shoshone",-117.4011,39.1624,2147.1,414.83,0.29,0.1,0,0.29,0.29,168.66,12.2,-4.3
"3315","UN03.1",2011,"Underdown","Shoshone",-117.4122,39.1648,2207.3,410.29,0.14,0.05,0,0.08,0.08,168.66,12.2,-4.3
"3316","UN03.2",2011,"Underdown","Shoshone",-117.4184,39.1672,2245.9,419.07,0.24,0,0,0.27,0.27,168.66,12.2,-4.3
"3317","UN04.1",2011,"Underdown","Shoshone",-117.4278,39.1684,2296.1,407.21,0.43,0,0,0.14,0.14,168.66,12.2,-4.3
"3318","UN04.2",2011,"Underdown","Shoshone",-117.4379,39.173,2365,329.87,0.33,0.62,0,0.01,0.01,250.96,9.6,-4.7
"3319","UN05.1",2011,"Underdown","Shoshone",-117.4415,39.1688,2424.3,319.11,0.33,0.1,0,0.01,0.01,250.96,9.6,-4.7
"3320","UN05.2",2011,"Underdown","Shoshone",-117.4425,39.1629,2505.8,412.72,0.86,0.05,0,0,0,250.96,9.6,-4.7
"3321","UN06.1",2011,"Underdown","Shoshone",-117.4468,39.162,2568.7,430.16,0.67,0.14,0,0,0,250.96,9.6,-4.7
"3322","UN06.2",2011,"Underdown","Shoshone",-117.4479,39.1591,2590.6,461.07,0.48,0.05,0,0,0,250.96,9.6,-4.7
"3323","UN07.1",2011,"Underdown","Shoshone",-117.4503,39.159,2634.4,518.38,0.43,0.19,0,0,0,250.96,9.6,-4.7
"3324","UN07.2",2011,"Underdown","Shoshone",-117.4514,39.1597,2656.7,540.26,0.33,0.1,0,0.47,0.47,250.96,9.6,-4.7
"3325","UN0B1",2011,"Underdown","Shoshone",-117.3911,39.159,2083,537.5,0.14,0.76,0,0,0,96.27,15.2,-5.2
"3326","UN0B2",2011,"Underdown","Shoshone",-117.3973,39.1608,2128.7,480.19,0.05,0.52,0,0,0,168.66,12.2,-4.3
"3327","UN0B3",2011,"Underdown","Shoshone",-117.3984,39.1611,2134.7,472.2,0,0.19,0,0.03,0.03,168.66,12.2,-4.3
"3328","UN0B4",2011,"Underdown","Shoshone",-117.3997,39.1617,2137,463.25,0.05,0.1,0,0.14,0.14,168.66,12.2,-4.3
"3329","UN0B5",2011,"Underdown","Shoshone",-117.4151,39.1655,2231.2,389.93,0.24,0.52,0,0,0,168.66,12.2,-4.3
"3330","UN0B6",2011,"Underdown","Shoshone",-117.4176,39.1663,2245.1,440.03,0.48,0.33,0,0.03,0.03,168.66,12.2,-4.3
"3331","UN0B7",2011,"Underdown","Shoshone",-117.4202,39.1673,2258.5,430.82,0.14,0.19,0,0,0,168.66,12.2,-4.3
"3332","WA01.1",2011,"Wall","Toiyabe",-117.2226,38.6812,1938.3,651.16,0.52,0.05,0,0,0,64.77,17.7,-2.8
"3333","WA01.2",2011,"Wall","Toiyabe",-117.2329,38.6833,1983.9,521.8,0.76,0.24,0,0,0,128.28,13.9,-3.6
"3334","WA02.1",2011,"Wall","Toiyabe",-117.2431,38.6857,2036.7,433.75,0.33,0.05,0,0.04,0.04,128.28,13.9,-3.6
"3335","WA02.2",2011,"Wall","Toiyabe",-117.2528,38.6884,2086.5,404.58,0.76,0,0,0.18,0.18,134.87,14,-4
"3336","WA03.1",2011,"Wall","Toiyabe",-117.2638,38.6925,2151.1,445.37,0.14,0.14,0,0.12,0.12,134.87,14,-4
"3337","WA03.2",2011,"Wall","Toiyabe",-117.2702,38.6959,2201.1,363.73,0.24,0.1,0,0,0,134.87,14,-4
"3338","WA04.1",2011,"Wall","Toiyabe",-117.2781,38.7036,2259.6,300.67,0.19,0.38,0,0,0,194.81,12.3,-4.6
"3339","WA04.2",2011,"Wall","Toiyabe",-117.2823,38.7067,2303.4,485.67,0.24,0.1,0,0,0,194.81,12.3,-4.6
"3340","WA05.1",2011,"Wall","Toiyabe",-117.289,38.7089,2355.7,434.23,0.1,0.1,0,0,0,194.81,12.3,-4.6
"3341","WA05.2",2011,"Wall","Toiyabe",-117.2924,38.7124,2414.3,501.26,0,0.14,0,0,0,194.81,12.3,-4.6
"3342","WA06.1",2011,"Wall","Toiyabe",-117.2883,38.7122,2404.6,519,0,0.1,0,0.13,0.13,194.81,12.3,-4.6
"3343","WA0B1",2011,"Wall","Toiyabe",-117.2673,38.6936,2174.4,418,0.1,0.67,0,0,0,134.87,14,-4
"3344","WA0B2",2011,"Wall","Toiyabe",-117.2716,38.6972,2212.3,436.3,0,0.19,0,0,0,194.81,12.3,-4.6
"3345","WA0B3",2011,"Wall","Toiyabe",-117.2722,38.6998,2226.5,447.95,0,0.71,0,0,0,194.81,12.3,-4.6
"3346","WA0B4",2011,"Wall","Toiyabe",-117.2764,38.7032,2263,461.57,0,0.1,0,0,0,194.81,12.3,-4.6
"3347","WA0B5",2011,"Wall","Toiyabe",-117.2793,38.7043,2267.5,322.96,0,0.67,0,0,0,194.81,12.3,-4.6
"3348","WA0B6",2011,"Wall","Toiyabe",-117.2854,38.707,2321.2,354.06,0,0.19,0,0.03,0.03,194.81,12.3,-4.6
"3349","WA0B7",2011,"Wall","Toiyabe",-117.2909,38.7094,2372.4,430.45,0.05,0.05,0,0.01,0.01,194.81,12.3,-4.6
"3350","WH08",2011,"WhiteSage","Monitor",-116.493,39.2064,2319.9,391.94,0.81,0.38,0,0.15,0.15,131.06,12.7,-6.2
"3351","WH09",2011,"WhiteSage","Monitor",-116.5143,39.2043,2253,403.47,0.52,0.38,0,0,0,131.06,12.7,-6.2
"3352","WH10",2011,"WhiteSage","Monitor",-116.5254,39.1865,2205.1,289.69,0.52,0.38,0,0.08,0.08,115.32,13.8,-5.4
"3353","WH11",2011,"WhiteSage","Monitor",-116.5289,39.1752,2177.5,316.78,0.71,0.14,0,0.07,0.07,115.32,13.8,-5.4
"3354","WH12",2011,"WhiteSage","Monitor",-116.5301,39.1685,2162.8,227.84,0.86,0.1,0,0,0,115.32,13.8,-5.4
"3355","WH13",2011,"WhiteSage","Monitor",-116.5375,39.1445,2117,260.34,0.85,0.07,0,0,0,107.44,14.4,-5.3
"3356","WL01",2011,"Wallace","Monitor",-116.5717,39.3,2134.1,333.35,0.29,0.05,0.06,0.04,0.1,113.03,14.3,-4.7
"3357","WL02",2011,"Wallace","Monitor",-116.5676,39.3024,2155.3,469.87,0,0,1,0,1,113.03,14.3,-4.7
"3358","WL03",2011,"Wallace","Monitor",-116.5648,39.3054,2163.9,395.27,0.76,0.38,0,0.22,0.22,113.03,14.3,-4.7
"3359","WL04",2011,"Wallace","Monitor",-116.5549,39.3141,2204,470.85,0.52,0.19,0,0.29,0.29,144.53,11.3,-5.1
"3360","WL05",2011,"Wallace","Monitor",-116.5372,39.322,2312.8,585.84,0,0,0.13,0.33,0.45,144.53,11.3,-5.1
"3361","WL06",2011,"Wallace","Monitor",-116.5342,39.3217,2327,554.82,0.1,0,0.23,0.25,0.47,144.53,11.3,-5.1
"3362","WL07",2011,"Wallace","Monitor",-116.5311,39.3206,2347.4,499.58,0.38,0.14,0.3,0.21,0.5,144.53,11.3,-5.1
"3363","WL08",2011,"Wallace","Monitor",-116.5273,39.3197,2363.8,491.62,0.29,0,0.46,0.28,0.69,144.53,11.3,-5.1
"3364","WL09",2011,"Wallace","Monitor",-116.5203,39.3181,2423.4,411.71,0.33,0.14,0,0.05,0.05,161.3,10.2,-5.4
"3365","WL10",2011,"Wallace","Monitor",-116.5232,39.3115,2367.3,407.09,0.19,0,0,0.3,0.3,130.3,12.4,-5.4
"3366","WL11",2011,"Wallace","Monitor",-116.5178,39.2983,2279.2,382.58,0.67,0.38,0,0.05,0.05,133.86,12.7,-6.1
"3367","WL12",2011,"Wallace","Monitor",-116.5106,39.2884,2284,234.18,0.52,0.52,0,0,0,133.86,12.7,-6.1
"3368","WL13",2011,"Wallace","Monitor",-116.4967,39.2799,2271.6,363.45,0.57,0.62,0,0,0,133.86,12.7,-6.1
"3369","WS01.1",2011,"Washington","Toiyabe",-117.2726,39.159,2133.3,352.02,0.14,0.1,0.24,0.03,0.27,114.31,15,-4.2
"3370","WS01.2",2011,"Washington","Toiyabe",-117.2631,39.1569,2187.8,458.83,0,0,0.21,0.03,0.24,183.14,12.1,-3.6
"3371","WS01.3",2011,"Washington","Toiyabe",-117.2575,39.1563,2211.9,521.07,0.43,0.05,0,0.27,0.27,183.14,12.1,-3.6
"3372","WS02.1",2011,"Washington","Toiyabe",-117.2501,39.1535,2251.9,507.53,0.33,0.05,0.03,0.46,0.49,183.14,12.1,-3.6
"3373","WS02.2",2011,"Washington","Toiyabe",-117.2475,39.153,2269,505.22,0.19,0,0.3,0.16,0.46,183.14,12.1,-3.6
"3374","WS02.3",2011,"Washington","Toiyabe",-117.2432,39.1528,2294.7,530.35,0.19,0,0.12,0.22,0.34,183.14,12.1,-3.6
"3375","WS03.1",2011,"Washington","Toiyabe",-117.2357,39.1546,2332.1,453.49,0.57,0,0.22,0.05,0.26,183.14,12.1,-3.6
"3376","WS03.2",2011,"Washington","Toiyabe",-117.2321,39.1551,2351.9,480.97,0.19,0.05,0.38,0,0.38,183.14,12.1,-3.6
"3377","WS03.3",2011,"Washington","Toiyabe",-117.2255,39.156,2394.8,563.67,0.14,0,0.66,0.26,0.92,285.75,9.7,-4.6
"3378","AL14",2012,"Allison","Monitor",-116.4824,39.2745,2285.1,261.85,0.33,0.29,0,0,0,68.83,18.4,-4.3
"3379","AL15",2012,"Allison","Monitor",-116.4774,39.2835,2325.2,327.14,0.71,0.33,0,0.09,0.09,78.49,16.8,-4.4
"3380","AL16",2012,"Allison","Monitor",-116.4678,39.2915,2394.3,385.55,0.48,0.05,0,0.14,0.14,78.49,16.8,-4.4
"3381","AL17",2012,"Allison","Monitor",-116.4547,39.3079,2487.1,273.18,0.62,0.1,0,0,0,78.49,16.8,-4.4
"3382","AL18",2012,"Allison","Monitor",-116.4463,39.3091,2397.5,504.64,0,0,0,0.55,0.55,78.49,16.8,-4.4
"3383","AL19",2012,"Allison","Monitor",-116.4349,39.315,2279.7,473.37,0.43,0.14,0.05,0.28,0.32,65.03,19.2,-4.1
"3384","AL20",2012,"Allison","Monitor",-116.4234,39.3172,2227.5,563.92,0.19,0.33,0.05,0.27,0.31,65.03,19.2,-4.1
"3385","AL21",2012,"Allison","Monitor",-116.4205,39.3186,2209.2,470.53,0.38,0.1,0,0.29,0.29,65.03,19.2,-4.1
"3386","AL22",2012,"Allison","Monitor",-116.4168,39.3227,2179.1,316.85,0.19,0.05,0,0.41,0.41,65.03,19.2,-4.1
"3387","AN01.1",2012,"Antone","Toquima",-116.9049,38.6693,2403.3,486.13,0.05,0.57,0.04,0,0.04,105.92,16.4,-5.8
"3388","AN01.2",2012,"Antone","Toquima",-116.911,38.6671,2425.4,446.62,0.1,0.43,0.03,0,0.03,105.92,16.4,-5.8
"3389","AN01.3",2012,"Antone","Toquima",-116.915,38.6672,2449.7,510.8,0.19,0.24,0.36,0,0.36,105.92,16.4,-5.8
"3390","AN02.1",2012,"Antone","Toquima",-116.9206,38.6641,2485.9,392.79,0.86,0.19,0,0.01,0.01,105.92,16.4,-5.8
"3391","AN02.2",2012,"Antone","Toquima",-116.9257,38.6637,2518.3,407.86,0.14,0.71,0,0,0,105.92,16.4,-5.8
"3392","AN03.1",2012,"Antone","Toquima",-116.9357,38.6626,2603.6,559.86,0.1,0.1,0.36,0,0.36,105.92,16.4,-5.8
"3393","AN03.2",2012,"Antone","Toquima",-116.9405,38.6601,2657.7,525.97,0.57,0,0,0,0,137.41,12.8,-6.4
"3394","AN04.1",2012,"Antone","Toquima",-116.9461,38.6591,2735.3,609.77,0.86,0,0,0,0,137.41,12.8,-6.4
"3395","BA01.1",2012,"Barrett","Shoshone",-117.4875,39.0907,2156.2,421.29,0.29,0.1,0,0.35,0.35,75.44,18,-3.9
